都道府県,市町村,一般競争 ,総合評価落札方式,プロポーザル方式,低入札価格調査・最低制限価格制度,予定価格の公表,R1年度競争入札平均落札率
山口県 ,柳井市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.893
山口県 ,美祢市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.858
山口県 ,周南市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.733
山口県 ,山陽小野田市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,-
山口県 ,周防大島町,導入していない ,導入していない ,導入していない ,低入札価格調査制度及び最低制限価格制度を併用,全案件事後公表 ,0.893
山口県 ,和木町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,-
山口県 ,上関町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.687
山口県 ,田布施町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.78
山口県 ,平生町,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.829
山口県 ,阿武町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.94
徳島県 ,徳島市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.889
徳島県 ,鳴門市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.919
徳島県 ,小松島市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.911
徳島県 ,阿南市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.841
徳島県 ,吉野川市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.903
徳島県 ,阿波市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.911
徳島県 ,美馬市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.97
徳島県 ,三好市,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.925
徳島県 ,勝浦町,本格導入 ,2012年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,-
徳島県 ,上勝町,試行導入 ,2011年試行導入 ,導入していない ,最低制限価格制度のみ導入,"原則事前公表、一部の
案件で事後公表を試行",0.852
徳島県 ,佐那河内村,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,"原則事前公表、一部の
案件で事後公表を試行",-
徳島県 ,石井町,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
徳島県 ,神山町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
徳島県 ,那賀町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.929
徳島県 ,牟岐町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.924
徳島県 ,美波町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.893
徳島県 ,海陽町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.907
徳島県 ,松茂町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
徳島県 ,北島町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
徳島県 ,藍住町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,-
徳島県 ,板野町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.825
徳島県 ,上板町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.861
徳島県 ,つるぎ町,本格導入 ,2007年試行導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.895
徳島県 ,東みよし町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.93
香川県 ,高松市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.758
香川県 ,丸亀市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,"原則非公表、一部案件
で事後公表",0.895
香川県 ,坂出市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
香川県 ,善通寺市,導入していない ,導入していない ,導入していない ,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.858
香川県 ,観音寺市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.901
香川県 ,さぬき市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.833
香川県 ,東かがわ市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.793
香川県 ,三豊市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.929
香川県 ,土庄町,本格導入 ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.94
香川県 ,小豆島町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.931
香川県 ,三木町,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.866
香川県 ,直島町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
香川県 ,宇多津町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.911
香川県 ,綾川町,試行導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.729
香川県 ,琴平町,本格導入 ,2017年本格導入 ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.931
香川県 ,多度津町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.851
香川県 ,まんのう町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,-
愛媛県 ,松山市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.907
愛媛県 ,今治市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.901
愛媛県 ,宇和島市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.807
愛媛県 ,八幡浜市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.866
愛媛県 ,新居浜市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.851
愛媛県 ,西条市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
愛媛県 ,大洲市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,-
愛媛県 ,伊予市,本格導入 ,導入していない ,導入していない ,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.818
愛媛県 ,四国中央市,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,"原則事前公表、一部の
案件で事後公表を試行",0.862
愛媛県 ,西予市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.894
愛媛県 ,東温市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,-
愛媛県 ,上島町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,1
愛媛県 ,久万高原町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.931
愛媛県 ,松前町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
愛媛県 ,砥部町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.925
愛媛県 ,内子町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.925
愛媛県 ,伊方町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.923
愛媛県 ,松野町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,-
愛媛県 ,鬼北町,導入していない ,導入していない ,導入していない,いずれの制度も導入していない ,全案件非公表 ,-
愛媛県 ,愛南町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.694
高知県 ,高知市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.83
高知県 ,室戸市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.914
高知県 ,安芸市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.887
高知県 ,南国市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.85
高知県 ,土佐市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.798
高知県 ,須崎市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.888
高知県 ,宿毛市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.92
高知県 ,土佐清水市,導入していない ,導入していない ,導入していない,低入札価格調査制度及び最低制限価格制度を併用,全案件事後公表 ,0.952
高知県 ,四万十市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.917
高知県 ,香南市,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.88
高知県 ,香美市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.796
高知県 ,東洋町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,-
高知県 ,奈半利町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,-
高知県 ,田野町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.902
高知県 ,安田町,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.969
高知県 ,北川村,試行導入 ,導入していない ,試行導入 ,最低制限価格制度のみ導入,"原則事前公表、一部の
案件で事後公表を試行",0.843
高知県 ,馬路村,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.918
高知県 ,芸西村,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.89
高知県 ,本山町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.915
高知県 ,大豊町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,"原則非公表、一部案件
で事後公表",-
高知県 ,土佐町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.902
高知県 ,大川村,本格導入 ,2009年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.949
高知県 ,いの町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,"案件により事後公表及
び事前公表を併用",0.89
高知県 ,仁淀川町,本格導入 ,2005年本格導入 ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,1
高知県 ,中土佐町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,"原則非公表、一部案件
で事前公表",0.888
高知県 ,佐川町,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.895
高知県 ,越知町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.912
高知県 ,梼原町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.933
高知県 ,日高村,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.898
高知県 ,津野町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,"案件により事後公表及
び事前公表を併用",0.892
高知県 ,四万十町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.885
高知県 ,大月町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.938
高知県 ,三原村,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,"原則非公表、一部案件
で事後公表",-
高知県 ,黒潮町,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.93
福岡県 ,大牟田市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.814
福岡県 ,久留米市,本格導入 ,2014年本格導入 ,導入していない,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.91
福岡県 ,直方市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.958
福岡県 ,飯塚市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.77
福岡県 ,田川市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.928
福岡県 ,柳川市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.896
福岡県 ,八女市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.856
福岡県 ,筑後市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
福岡県 ,大川市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.784
福岡県 ,行橋市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,"原則非公表、一部案件
で事前公表",-
福岡県 ,豊前市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.842
福岡県 ,中間市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.939
福岡県 ,小郡市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.724
福岡県 ,筑紫野市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,-
福岡県 ,春日市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.905
福岡県 ,大野城市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,"案件により事後公表及
び事前公表を併用",0.866
福岡県 ,宗像市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.919
福岡県 ,太宰府市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,-
福岡県 ,古賀市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,0.933
福岡県 ,福津市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,-
福岡県 ,うきは市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.73
福岡県 ,宮若市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.789
福岡県 ,嘉麻市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.742
福岡県 ,朝倉市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.761
福岡県 ,みやま市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
福岡県 ,糸島市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,0.777
福岡県 ,那珂川市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.988
福岡県 ,宇美町,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.888
福岡県 ,篠栗町,試行導入 ,2009年試行導入 ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.919
福岡県 ,志免町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,0.913
福岡県 ,須恵町,試行導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.908
福岡県 ,新宮町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.826
福岡県 ,久山町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
福岡県 ,粕屋町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,原則事前公表、一部の,0.823
福岡県 ,芦屋町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.831
福岡県 ,水巻町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.885
福岡県 ,岡垣町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.878
福岡県 ,遠賀町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.876
福岡県 ,小竹町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.855
福岡県 ,鞍手町,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.71
福岡県 ,桂川町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.946
福岡県 ,筑前町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.919
福岡県 ,東峰村,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,1
福岡県 ,大刀洗町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.94
福岡県 ,大木町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.778
福岡県 ,広川町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.855
福岡県 ,香春町,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.949
福岡県 ,添田町,導入していない ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.928
福岡県 ,糸田町,試行導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,-
福岡県 ,川崎町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.941
福岡県 ,大任町,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件非公表 ,-
福岡県 ,赤村,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
福岡県 ,福智町,試行導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.96
福岡県 ,苅田町,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.73
福岡県 ,みやこ町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
福岡県 ,吉富町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,-
福岡県 ,上毛町,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.955
福岡県 ,築上町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.943
佐賀県 ,佐賀市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.925
佐賀県 ,唐津市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.922
佐賀県 ,鳥栖市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.712
佐賀県 ,多久市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.839
佐賀県 ,伊万里市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.853
佐賀県 ,武雄市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.898
佐賀県 ,鹿島市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.886
佐賀県 ,小城市,試行導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.897
佐賀県 ,嬉野市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,-
佐賀県 ,神埼市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,"原則非公表、一部案件
で事後公表",-
佐賀県 ,吉野ヶ里町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,-
佐賀県 ,基山町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.953
佐賀県 ,上峰町,試行導入 ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.929
佐賀県 ,みやき町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,0.939
佐賀県 ,玄海町,本格導入 ,2013年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.87
佐賀県 ,有田町,本格導入 ,2007年試行導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.915
佐賀県 ,大町町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,-
佐賀県 ,江北町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.927
佐賀県 ,白石町,試行導入 ,導入していない ,試行導入,最低制限価格制度のみ導入,び事前公表を併用,0.906
佐賀県 ,太良町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.954
長崎県 ,長崎市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.857
長崎県 ,佐世保市,導入していない ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.848
長崎県 ,島原市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.872
長崎県 ,諫早市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.921
長崎県 ,大村市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.831
長崎県 ,平戸市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.845
長崎県 ,松浦市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.933
長崎県 ,対馬市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.853
長崎県 ,壱岐市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.84
長崎県 ,五島市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.861
長崎県 ,西海市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.867
長崎県 ,雲仙市,導入していない ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.87
長崎県 ,南島原市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.905
長崎県 ,長与町,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.822
長崎県 ,時津町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.935
長崎県 ,東彼杵町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.858
長崎県 ,川棚町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.919
長崎県 ,波佐見町,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.941
長崎県 ,小値賀町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.873
長崎県 ,佐々町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.904
長崎県 ,新上五島町,試行導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.936
熊本県 ,八代市,導入していない ,導入していない ,導入していない ,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.927
熊本県 ,人吉市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
熊本県 ,荒尾市,試行導入 ,2009年試行導入 ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.877
熊本県 ,水俣市,試行導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.904
熊本県 ,玉名市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.847
熊本県 ,山鹿市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.91
熊本県 ,菊池市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.923
熊本県 ,宇土市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.941
熊本県 ,上天草市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.92
熊本県 ,宇城市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.886
熊本県 ,阿蘇市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.942
熊本県 ,天草市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.914
熊本県 ,合志市,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.913
熊本県 ,美里町,本格導入 ,2014年試行導入 ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.929
熊本県 ,玉東町,本格導入 ,2009年試行導入 ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.95
熊本県 ,南関町,本格導入 ,2009年本格導入 ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.913
熊本県 ,長洲町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.854
熊本県 ,和水町,本格導入 ,2007年本格導入 ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.956
熊本県 ,大津町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.944
熊本県 ,菊陽町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.861
熊本県 ,南小国町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,-
熊本県 ,小国町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.982
熊本県 ,産山村,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.94
熊本県 ,高森町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,1
熊本県 ,西原村,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.94
熊本県 ,南阿蘇村,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.935
熊本県 ,御船町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.907
熊本県 ,嘉島町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.96
熊本県 ,益城町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.738
熊本県 ,甲佐町,試行導入 ,2008年試行導入 ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.948
熊本県 ,山都町,試行導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.926
熊本県 ,氷川町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.945
